[     320ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=284997e9:14337
[     414ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777961970790:19
[  293650ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962300832:19
[  293651ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962300832:19
[  460265ms] [ERROR] Cannot update a component (`%s`) while rendering a different component (`%s`). To locate the bad setState() call inside `%s`, follow the stack trace as described in https://react.dev/link/setstate-in-render ConnectModal Hydrate Hydrate @ http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=284997e9:7933
[  460275ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  460276ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  460282ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  460283ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  466469ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://localhost:5173/src/App.tsx?t=1777962473713:0
[  466470ms] [ERROR] [vite] Failed to reload /src/App.tsx. This could be due to syntax errors or importing non-existent modules. (see errors above) @ http://localhost:5173/@vite/client:904
[  471669ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  471670ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  471702ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  471703ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962461174:19
[  646052ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962653231:20
[  646053ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962653231:20
[  646056ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962653231:20
[  646057ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962653231:20
[  666296ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962673498:20
[  666301ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962673498:20
[  666305ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962673498:20
[  666306ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962673498:20
[  761900ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962768991:20
[  761902ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962768991:20
[  761905ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962768991:20
[  761906ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777962768991:20
[ 1546212ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
[ 1546218ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
[ 1546223ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
[ 1546224ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
[ 1546479ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
[ 1546480ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
[ 1546570ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
[ 1546571ms] [LOG] Dashboard state: {address: undefined, isConnected: false, chainId: undefined, isMember: undefined, memberErr: undefined} @ http://localhost:5173/src/components/Dashboard.tsx?t=1777963553326:20
